suburb,address,type,price,date_sold,zipcode,bedrooms,bathrooms,car_garage,sqft_living,year_built,latitude,longitude
Glen Iris,8 Hadley Ct,h,1033800.0,07/2016,3146.0,2.0,1.0,1.0,553.0,,-37.8464,145.0511
Glen Iris,2/7 Maitland St,u,317700.0,07/2016,3146.0,2.0,1.0,1.0,0.0,,-37.8572,145.0423
Glen Iris,1687 Malvern Rd,h,1680000.0,07/2016,3146.0,3.0,1.0,2.0,762.0,1930.0,-37.8575,145.0554
Glen Iris,21 Beatrice St,h,999000.0,06/2016,3146.0,3.0,1.0,2.0,685.0,1941.0,-37.8538,145.0842
Glen Iris,8/251 Burke Rd,u,360000.0,06/2016,3146.0,2.0,1.0,1.0,0.0,1960.0,-37.8555,145.0518
Glen Iris,60 Madeline St,h,852000.0,06/2016,3146.0,3.0,1.0,2.0,615.0,1940.0,-37.8578,145.0919
Glen Iris,1D Belmont Av,t,765000.0,11/2016,3146.0,,,,,,,
Glen Iris,44A Beryl St,h,930000.0,11/2016,3146.0,3.0,2.0,2.0,307.0,,-37.8531,145.086
Glen Iris,3/1526 High St,u,252000.0,11/2016,3146.0,1.0,1.0,1.0,805.0,2011.0,-37.8592,145.0484
Glen Iris,53 Madeline St,h,1152000.0,11/2016,3146.0,4.0,2.0,2.0,706.0,,-37.8573,145.0904
Glen Iris,21 Park Rd,h,1260000.0,11/2016,3146.0,5.0,3.0,2.0,696.0,1989.0,-37.8478,145.0566
Glen Iris,14 Queens Pde,h,1446000.0,11/2016,3146.0,5.0,2.0,2.0,654.0,2015.0,-37.8515,145.0922
Glen Iris,30 Valley Pde,h,1260000.0,11/2016,3146.0,4.0,2.0,2.0,645.0,1930.0,-37.8516,145.061
Glen Iris,15 Yeovil Rd,h,1770000.0,11/2016,3146.0,4.0,2.0,2.0,1485.0,1966.0,-37.8509,145.0856
Glen Iris,4/68 Edgar St N,u,234000.0,05/2016,3146.0,2.0,1.0,1.0,0.0,,-37.8497,145.0466
Glen Iris,3 Fairview Gr,h,2019000.0,05/2016,3146.0,5.0,2.0,2.0,1339.0,1925.0,-37.8649,145.0547
Glen Iris,1 Rosedale Rd,h,834000.0,05/2016,3146.0,3.0,2.0,3.0,397.0,,-37.8578,145.068
Glen Iris,59 Staughton Rd,h,1081200.0,05/2016,3146.0,4.0,3.0,2.0,394.0,1980.0,-37.8523,145.0603
Glen Iris,8 Barbara Av,h,1170000.0,08/2016,3146.0,,,,,,,
Glen Iris,2 Bell St,h,786000.0,08/2016,3146.0,3.0,1.0,2.0,464.0,,-37.8539,145.0702
Glen Iris,24 Brandon St,h,1158600.0,08/2016,3146.0,3.0,2.0,2.0,648.0,1975.0,-37.8547,145.0771
Glen Iris,13 Penrhyn Av,h,917280.0,08/2016,3146.0,,,,,,,
Glen Iris,45 Rosedale Rd,h,1200000.0,08/2016,3146.0,3.0,2.0,4.0,401.0,,-37.8583,145.0726
Glen Iris,318 Tooronga Rd,h,750000.0,08/2016,3146.0,2.0,1.0,2.0,438.0,1910.0,-37.8511,145.0428
Glen Iris,35 Adrian St,h,1440000.0,07/2016,3146.0,5.0,3.0,2.0,709.0,1930.0,-37.8529,145.0806
Glen Iris,8/13 Glenvale Rd,u,276000.0,07/2016,3146.0,2.0,1.0,1.0,0.0,,-37.8578,145.0537
Glen Iris,5 Penrhyn Av,h,924600.0,07/2016,3146.0,,,,,,,
Glenroy,2/13 Becket St S,t,351000.0,09/2016,3046.0,,,,,,,
Glenroy,89 John St,h,366000.0,09/2016,3046.0,3.0,1.0,2.0,696.0,1960.0,-37.6972,144.9431
Glenroy,1/83 Maude Av,t,288000.0,09/2016,3046.0,,,,,,,
Glenroy,18 Pengana Av,h,408900.0,09/2016,3046.0,,,,,,,
Glenroy,52 Tarana Av,h,384000.0,09/2016,3046.0,,,,,,,
Glenroy,11 Valley Cr,h,427200.0,09/2016,3046.0,,,,,,,
Glenroy,55 Daley St,h,366000.0,12/2016,3046.0,3.0,1.0,3.0,640.0,1960.0,-37.6979,144.9335
Glenroy,2/74 Daley St,t,333000.0,12/2016,3046.0,3.0,2.0,2.0,244.0,,-37.6969,144.9299
Glenroy,62 Farview St,h,300000.0,12/2016,3046.0,3.0,1.0,1.0,336.0,,-37.7088,144.9356
Glenroy,82 Melbourne Av,h,480000.0,12/2016,3046.0,,,,,,,
Glenroy,39 Morley St,h,483900.0,12/2016,3046.0,3.0,1.0,2.0,766.0,1965.0,-37.6988,144.9372
Glenroy,23 Wheatsheaf Rd,h,690000.0,12/2016,3046.0,5.0,3.0,2.0,700.0,,-37.7095,144.9253
Glenroy,13 Acacia St,h,510000.0,03/2017,3046.0,5.0,3.0,1.0,487.0,,-37.7088,144.926
Glenroy,3/45 Isla Av,t,339000.0,03/2017,3046.0,,,,,,,
Glenroy,21 Langton St,h,454800.0,03/2017,3046.0,,,,,,,
Glenroy,66 Langton St,h,354000.0,03/2017,3046.0,,,,,,,
Glenroy,2 Roy St,h,330000.0,03/2017,3046.0,4.0,2.0,1.0,683.0,2017.0,-37.6964,144.9314
Glenroy,42 Sadie St,h,493200.0,03/2017,3046.0,3.0,1.0,4.0,700.0,1950.0,-37.6988,144.9438
Glenroy,15 Stanley St,h,588000.0,03/2017,3046.0,3.0,2.0,3.0,1029.0,1950.0,-37.7115,144.9147
Glenroy,15 Valley Cr,h,375000.0,03/2017,3046.0,,,,,,,
Glenroy,28 Centre Wy,h,387090.0,06/2016,3046.0,,,,,,,
Glenroy,20 Leonard Av,h,364200.0,06/2016,3046.0,,,,,,,
Glenroy,123 Glenroy Rd,h,402000.0,08/2016,3046.0,3.0,1.0,1.0,652.0,,-37.7062,144.9261
Glenroy,3/27 Harold St,u,258000.0,08/2016,3046.0,2.0,1.0,1.0,164.0,2010.0,-37.7072,144.9252
Glenroy,45 Stanley St,h,511500.0,08/2016,3046.0,2.0,1.0,2.0,832.0,,-37.7126,144.9122
Glenroy,46 Stanley St,h,615000.0,08/2016,3046.0,4.0,2.0,4.0,1011.0,,-37.712,144.9127
Glenroy,1c Barwon St,h,324000.0,05/2016,3046.0,2.0,1.0,1.0,164.0,2010.0,-37.7082,144.9178
Glenroy,1/23 Gordon Ct,t,300000.0,05/2016,3046.0,,,,,,,
Glenroy,23 Tarana Av,h,375000.0,05/2016,3046.0,,,,,,,
Glenroy,13 Cherwell Av,h,399000.0,11/2016,3046.0,,,,,,,
Glenroy,79 Glen St,h,318000.0,11/2016,3046.0,2.0,1.0,2.0,643.0,,-37.6978,144.9276
Glenroy,11 Caldwell St,h,432600.0,10/2016,3046.0,3.0,1.0,2.0,674.0,1976.0,-37.7102,144.9362
Glenroy,1 Gordon Ct,h,442200.0,10/2016,3046.0,3.0,1.0,4.0,640.0,1950.0,-37.6986,144.9243
Glenroy,134 John St,h,345300.0,10/2016,3046.0,3.0,1.0,1.0,701.0,,-37.6953,144.9397
Glenroy,4 Lyons St,h,360000.0,10/2016,3046.0,3.0,1.0,2.0,702.0,,-37.6999,144.9387
Glenroy,24a Morell St,h,276000.0,10/2016,3046.0,3.0,2.0,2.0,224.0,1950.0,-37.702,144.9507
Glenroy,1/919 Pascoe Vale Rd,t,222000.0,10/2016,3046.0,3.0,2.0,1.0,259.0,2003.0,-37.6977,144.9149
Glenroy,6 Cosmos St,h,414600.0,09/2016,3046.0,3.0,1.0,2.0,753.0,,-37.7065,144.9374
Glenroy,62 Everard St,h,300000.0,09/2016,3046.0,3.0,1.0,1.0,589.0,,-37.6993,144.9393
Glenroy,108 Loongana Av,h,291000.0,09/2016,3046.0,,,,,,,
Glenroy,3/95 Loongana Av,t,241200.0,09/2016,3046.0,,,,,,,
Glenroy,3/67 Morell St,u,324600.0,09/2016,3046.0,,,,,,,
Glenroy,3/28 Stanley St,t,327000.0,09/2016,3046.0,3.0,2.0,1.0,136.0,2014.0,-37.7112,144.9142
Glenroy,2/8 Becket St S,t,273000.0,12/2016,3046.0,,,,,,,
Glenroy,30 Bourchier St,h,402000.0,12/2016,3046.0,3.0,1.0,4.0,734.0,1960.0,-37.7007,144.9378
Glenroy,44 Daley St,h,343200.0,12/2016,3046.0,3.0,1.0,2.0,627.0,,-37.6974,144.9326
Glenroy,6 Dromana St,h,421200.0,12/2016,3046.0,4.0,1.0,4.0,606.0,1956.0,-37.7104,144.9088
Glenroy,137 Glenroy Rd,h,438000.0,12/2016,3046.0,2.0,1.0,1.0,705.0,1950.0,-37.706,144.9245
Glenroy,1/19 Lytton St,t,269400.0,12/2016,3046.0,,,,,,,
Glenroy,116 Melbourne Av,h,408000.0,12/2016,3046.0,,,,,,,
Glenroy,2/49 Melbourne Av,t,246000.0,12/2016,3046.0,,,,,,,
Glenroy,24 Trevannion St,h,426900.0,12/2016,3046.0,3.0,1.0,3.0,667.0,1950.0,-37.7005,144.9185
Glenroy,1 Tudor St,h,492000.0,12/2016,3046.0,3.0,2.0,4.0,805.0,,-37.708,144.9211
Glenroy,45 Cosmos St,h,486000.0,03/2017,3046.0,5.0,4.0,4.0,695.0,1950.0,-37.7028,144.9377
Glenroy,116b Hilton St,t,348000.0,03/2017,3046.0,,,,,,,
Glenroy,41 Isla Av,h,262800.0,06/2016,3046.0,,,,,,,
Glenroy,9/11 Currajong St,u,150000.0,11/2016,3046.0,2.0,1.0,1.0,0.0,1970.0,-37.711,144.9178
Glenroy,1/1 Danae St,t,276000.0,11/2016,3046.0,3.0,1.0,1.0,325.0,1970.0,-37.7001,144.9291
Glenroy,19 Justin Av,h,501000.0,11/2016,3046.0,,,,,,,
Glenroy,2/67 Morell St,t,330000.0,11/2016,3046.0,,,,,,,
Glenroy,24 Sadie St,h,475800.0,11/2016,3046.0,3.0,1.0,2.0,780.0,1960.0,-37.7,144.9427
Glenroy,7/89 Station Rd,u,204000.0,11/2016,3046.0,2.0,1.0,1.0,0.0,1970.0,-37.7071,144.9176
Glenroy,57 View St,h,357600.0,11/2016,3046.0,3.0,1.0,3.0,624.0,,-37.6967,144.9313
Glenroy,1/61 Loongana Av,t,385200.0,05/2016,3046.0,,,,,,,
Glenroy,39 Melbourne Av,h,402000.0,05/2016,3046.0,,,,,,,
Glenroy,16 Valley Cr,h,315000.0,05/2016,3046.0,,,,,,,
Glenroy,149 Augustine Tce,h,268500.0,10/2016,3046.0,3.0,1.0,1.0,320.0,2000.0,-37.6949,144.9122
Glenroy,45 Fran St,h,352800.0,10/2016,3046.0,3.0,1.0,1.0,616.0,1960.0,-37.7029,144.9053
Glenroy,7 Isla Av,h,417000.0,10/2016,3046.0,,,,,,,
Glenroy,1/25 Morell St,h,252000.0,10/2016,3046.0,3.0,1.0,2.0,0.0,1960.0,-37.7025,144.9504
Glenroy,2/22 Sadie St,u,246000.0,10/2016,3046.0,2.0,1.0,2.0,200.0,2000.0,-37.7002,144.9428
Glenroy,44 Widford St,h,412800.0,10/2016,3046.0,3.0,1.0,4.0,700.0,,-37.7022,144.924
Glenroy,57 Widford St,h,367500.0,10/2016,3046.0,3.0,2.0,3.0,635.0,,-37.7006,144.9239
Glenroy,20 Tarana Av,t,327000.0,04/2016,3046.0,,,,,,,
Glenroy,64 Valley Cr,h,342000.0,04/2016,3046.0,,,,,,,
Glenroy,40 View St,h,315000.0,04/2016,3046.0,3.0,1.0,1.0,665.0,1950.0,-37.6966,144.9331
Glenroy,2/14 Langton St,t,238500.0,07/2016,3046.0,,,,,,,
Glenroy,10 Anselm Gr,h,421800.0,09/2016,3046.0,3.0,1.0,4.0,704.0,1960.0,-37.7021,144.9136
Glenroy,1/112 Cardinal Rd,t,364800.0,09/2016,3046.0,3.0,2.0,1.0,252.0,2014.0,-37.7006,144.9299
Glenroy,55 Fran St,h,423000.0,09/2016,3046.0,5.0,3.0,2.0,612.0,1970.0,-37.7022,144.9054
Glenroy,9a Kennedy St,t,406200.0,09/2016,3046.0,,,,,,,
Glenroy,6/2 Murrell St,u,192300.0,09/2016,3046.0,2.0,1.0,1.0,3056.0,,-37.7042,144.9214
Glenroy,21A Cosmos St,h,346200.0,03/2017,3046.0,3.0,1.0,2.0,706.0,,-37.7053,144.9372
Glenroy,97 Loongana Av,h,552000.0,03/2017,3046.0,,,,,,,
Glenroy,4/788 Pascoe Vale Rd,t,270000.0,03/2017,3046.0,,,,,,,
Glenroy,14/854 Pascoe Vale Rd,u,138000.0,03/2017,3046.0,2.0,1.0,1.0,1996.0,,-37.702,144.9154
Glenroy,2/36 Prospect St,t,364200.0,03/2017,3046.0,4.0,3.0,2.0,0.0,2014.0,-37.7102,144.9112
Glenroy,139 John St,h,459300.0,06/2016,3046.0,3.0,2.0,2.0,780.0,1970.0,-37.6955,144.9389
Glenroy,1/12 Maude Av,t,270000.0,06/2016,3046.0,,,,,,,
Glenroy,29 Melbourne Av,h,484200.0,06/2016,3046.0,,,,,,,
Glenroy,1/40 Morley St,t,318000.0,06/2016,3046.0,,,,,,,
Glenroy,23 Palana St,h,339000.0,06/2016,3046.0,,,,,,,
Glenroy,2/709 Pascoe Vale Rd,u,282000.0,06/2016,3046.0,3.0,1.0,2.0,187.0,2014.0,-37.7098,144.9163
Glenroy,1/2 Prospect St,u,289500.0,06/2016,3046.0,3.0,1.0,1.0,265.0,1995.0,-37.7083,144.9158
Glenroy,1a Stella St,h,289500.0,06/2016,3046.0,,,,,,,
Glenroy,108 Valley Cr,h,360000.0,06/2016,3046.0,,,,,,,
Glenroy,48 Everard St,h,348000.0,11/2016,3046.0,3.0,1.0,2.0,650.0,1960.0,-37.7002,144.9408
Glenroy,1/28 Gladstone Pde,t,330000.0,11/2016,3046.0,,,,,,,
Glenroy,3/4 Murrell St,t,260700.0,11/2016,3046.0,2.0,1.0,1.0,125.0,1975.0,-37.7042,144.9211
Glenroy,1/38 Stanley St,u,372150.0,11/2016,3046.0,2.0,1.0,2.0,253.0,2012.0,-37.7117,144.9135
Glenroy,1/80 Tarana Av,h,288000.0,11/2016,3046.0,,,,,,,
Glenroy,128 Widford St,h,426000.0,11/2016,3046.0,3.0,1.0,1.0,796.0,1960.0,-37.6955,144.9253
Glenroy,54 Cromwell St,h,378000.0,05/2016,3046.0,3.0,1.0,2.0,630.0,1960.0,-37.7002,144.9232
Glenroy,37 Farview St,t,252000.0,05/2016,3046.0,2.0,1.0,1.0,307.0,,-37.7117,144.9348
Glenroy,10a Melbourne Av,h,291900.0,05/2016,3046.0,,,,,,,
Glenroy,106 Outlook Dr,h,360000.0,05/2016,3046.0,3.0,1.0,4.0,541.0,1968.0,-37.7051,144.9069
Glenroy,30 Valley Cr,h,301500.0,05/2016,3046.0,,,,,,,
Glenroy,1/7 Harold St,t,330000.0,08/2016,3046.0,3.0,2.0,2.0,212.0,2010.0,-37.7073,144.9277
Glenroy,2/27 Morley St,u,276000.0,08/2016,3046.0,3.0,2.0,1.0,190.0,,-37.6997,144.9367
Glenroy,55 Paget Av,h,349200.0,08/2016,3046.0,,,,,,,
Glenroy,46 Moonee Bvd,h,360000.0,04/2016,3046.0,4.0,1.0,2.0,586.0,1968.0,-37.6975,144.9065
Glenroy,3/42 Pecham St,u,240000.0,04/2016,3046.0,,,,,,,
Glenroy,47 Cardinal Rd,h,730500.0,09/2016,3046.0,4.0,3.0,2.0,693.0,2014.0,-37.7111,144.9275
Glenroy,135 Hilton St,h,360000.0,09/2016,3046.0,3.0,1.0,2.0,599.0,1960.0,-37.7009,144.9291
Glenroy,3/19 Isla Av,u,282000.0,09/2016,3046.0,,,,,,,
Glenroy,34 Melbourne Av,h,271200.0,09/2016,3046.0,,,,,,,
Glenroy,29 Moonee Bvd,h,342000.0,09/2016,3046.0,3.0,2.0,2.0,585.0,1975.0,-37.6977,144.9071
Glenroy,46 Sadie St,h,393000.0,09/2016,3046.0,4.0,1.0,2.0,695.0,,-37.6985,144.9441
Glenroy,83 Beatty Av,h,387000.0,02/2017,3046.0,,,,,,,
Glenroy,118 Bindi St,h,300000.0,02/2017,3046.0,3.0,1.0,4.0,677.0,,-37.695,144.9271
Glenroy,65 Farview St,h,457620.0,02/2017,3046.0,3.0,1.0,4.0,597.0,1960.0,-37.7097,144.9351
Glenroy,3/27 Gladstone Pde,u,279000.0,02/2017,3046.0,2.0,1.0,1.0,176.0,2012.0,-37.7081,144.912
Glenroy,52 Glenroy Rd,h,444750.0,02/2017,3046.0,2.0,1.0,1.0,668.0,1955.0,-37.7067,144.9331
Glenroy,4/36 Acacia St,t,293100.0,06/2016,3046.0,2.0,2.0,1.0,190.0,,-37.7072,144.9241
Glenroy,44 Everard St,h,472500.0,06/2016,3046.0,4.0,2.0,2.0,650.0,,-37.7004,144.9411
Glenroy,1/47 Lytton St,u,265200.0,06/2016,3046.0,3.0,1.0,1.0,245.0,,-37.7076,144.9097
Glenroy,109 Paget Av,h,300000.0,06/2016,3046.0,,,,,,,
Glenroy,6 Pengana Av,h,621000.0,06/2016,3046.0,,,,,,,
Glenroy,1/15 Acacia St,t,290911.2,11/2016,3046.0,,,,,,,
Glenroy,107 Glenroy Rd,h,600000.0,11/2016,3046.0,4.0,2.0,8.0,977.0,1935.0,-37.7063,144.9273
Glenroy,4 Glenroy Rd,h,435801.0,11/2016,3046.0,2.0,1.0,2.0,590.0,,-37.7072,144.938
Glenroy,165 Hilton St,h,378000.0,11/2016,3046.0,4.0,2.0,2.0,602.0,1950.0,-37.7005,144.9258
Glenroy,10 Justin Av,h,411000.0,11/2016,3046.0,,,,,,,
Glenroy,57 Maude Av,h,246000.0,11/2016,3046.0,,,,,,,
Glenroy,72 Pecham St,h,402000.0,11/2016,3046.0,3.0,1.0,3.0,705.0,1950.0,-37.6967,144.9116
Glenroy,3/48 William St,h,250200.0,11/2016,3046.0,2.0,1.0,1.0,172.0,2013.0,-37.7074,144.9086
Glenroy,1/26 York St,t,360000.0,11/2016,3046.0,3.0,1.0,2.0,258.0,2001.0,-37.7047,144.9087
Glenroy,33 Maude Av,h,384000.0,05/2016,3046.0,,,,,,,
Glenroy,3/132 Widford St,t,264000.0,05/2016,3046.0,3.0,2.0,1.0,215.0,2010.0,-37.6952,144.9256
Glenroy,14 William St,h,300600.0,05/2016,3046.0,3.0,1.0,1.0,348.0,,-37.7119,144.9111
Glenroy,23 Cromwell St,h,396000.0,08/2016,3046.0,3.0,1.0,2.0,657.0,1950.0,-37.7019,144.9225
Glenroy,47 Justin Av,h,405000.0,08/2016,3046.0,,,,,,,
Glenroy,35 Paget Av,h,360000.0,08/2016,3046.0,,,,,,,
Glenroy,87 Plumpton Av,h,364200.0,08/2016,3046.0,,,,,,,
Glenroy,1/97 Plumpton Av,u,229200.0,08/2016,3046.0,,,,,,,
Glenroy,16 York St,h,433200.0,08/2016,3046.0,3.0,1.0,3.0,781.0,,-37.7048,144.9097
Glenroy,2/4 Ash Ct,h,162000.0,07/2016,3046.0,2.0,1.0,1.0,155.0,2000.0,-37.6972,144.9239
Glenroy,44 Morley St,h,495000.0,07/2016,3046.0,4.0,2.0,4.0,768.0,1970.0,-37.6979,144.9377
Glenroy,34 Ridgeway Av,h,369000.0,07/2016,3046.0,,,,,,,
Glenroy,33 View St,h,382800.0,07/2016,3046.0,4.0,2.0,1.0,624.0,2005.0,-37.6969,144.9334
Gowanbrae,1 Gowanbrae Dr,h,378600.0,09/2016,3043.0,3.0,2.0,2.0,608.0,2001.0,-37.709,144.8925
Gowanbrae,31 Seggan Cir,t,319200.0,09/2016,3043.0,3.0,2.0,1.0,149.0,2005.0,-37.7068,144.8963
Gowanbrae,12 Bluebell Cr,h,474600.0,03/2017,3043.0,,,,,,,
Gowanbrae,13 Seggan Cir,h,300000.0,03/2017,3043.0,3.0,2.0,1.0,140.0,,-37.7071,144.8959
Gowanbrae,41 Balerno Cir,h,302400.0,08/2016,3043.0,3.0,2.0,1.0,215.0,2004.0,-37.709,144.8964
Gowanbrae,39 Balerno Cir,t,280800.0,05/2016,3043.0,3.0,2.0,2.0,178.0,2000.0,-37.7087,144.8962
Gowanbrae,1/2 Lanark Wy,h,330000.0,12/2016,3043.0,,,,,,,
Gowanbrae,2 Mirrim Pl,h,481500.0,11/2016,3043.0,4.0,2.0,2.0,0.0,2005.0,-37.705,144.9004
Gowanbrae,8 Perth Ct,h,425400.0,05/2016,3043.0,4.0,2.0,2.0,453.0,2007.0,-37.7016,144.8974
Gowanbrae,3 Gowanbrae Dr,h,420000.0,04/2016,3043.0,3.0,2.0,2.0,691.0,,-37.7089,144.8927
Gowanbrae,42 Seggan Cir,h,291000.0,04/2016,3043.0,3.0,2.0,1.0,175.0,2004.0,-37.7076,144.8961
Gowanbrae,41 Marigold Cr,h,414000.0,03/2017,3043.0,,,,,,,
Gowanbrae,6 Birk Ct,h,324000.0,11/2016,3043.0,3.0,2.0,1.0,367.0,2008.0,-37.704,144.8989
Gowanbrae,1 Bluebell Cr,h,360000.0,08/2016,3043.0,,,,,,,
Gowanbrae,24 Balerno Cir,h,234000.0,04/2016,3043.0,3.0,2.0,1.0,158.0,2005.0,-37.7091,144.8958
Gowanbrae,49 Rutherglen Cr,h,375600.0,02/2017,3043.0,,,,,,,
Gowanbrae,134 Marigold Cr,h,396000.0,07/2016,3043.0,,,,,,,
Gowanbrae,18 Primula Bvd,h,480000.0,07/2016,3043.0,4.0,2.0,2.0,719.0,2000.0,-37.7062,144.8978
Gowanbrae,14 Birk Ct,h,315000.0,06/2016,3043.0,3.0,2.0,1.0,223.0,,-37.704,144.8984
Gowanbrae,8 Perth Ct,h,444000.0,06/2016,3043.0,4.0,2.0,2.0,453.0,2007.0,-37.7016,144.8974
Gowanbrae,45 Marigold Cr,h,528000.0,05/2016,3043.0,,,,,,,
Hadfield,20 Bedford St,h,363000.0,09/2016,3046.0,3.0,1.0,2.0,597.0,1960.0,-37.711,144.9478
Hadfield,1/1 Lockley St,h,342000.0,09/2016,3046.0,,,,,,,
Hadfield,29 Sutherland St,h,411300.0,09/2016,3046.0,3.0,1.0,2.0,724.0,1970.0,-37.7076,144.9481
Hadfield,2 Knole St,h,366000.0,12/2016,3046.0,2.0,1.0,1.0,394.0,1950.0,-37.7153,144.9507
Hadfield,8 Sherwood St,h,378000.0,12/2016,3046.0,3.0,1.0,1.0,604.0,1970.0,-37.7124,144.9514
Hadfield,4 Surrey St,h,522000.0,12/2016,3046.0,4.0,3.0,5.0,591.0,2010.0,-37.7127,144.9489
Hadfield,26 South St,h,486000.0,03/2017,3046.0,3.0,2.0,2.0,592.0,1950.0,-37.7149,144.9473
Hadfield,70 West St,h,504000.0,03/2017,3046.0,3.0,1.0,2.0,608.0,,-37.7114,144.9378
Hadfield,16 Bedford St,h,351000.0,06/2016,3046.0,5.0,2.0,1.0,590.0,,-37.711,144.9481
Hadfield,41 Davies St,h,463500.0,06/2016,3046.0,3.0,2.0,2.0,595.0,1983.0,-37.7116,144.9468
Hadfield,21a Edgar St,u,279000.0,06/2016,3046.0,3.0,1.0,1.0,225.0,2005.0,-37.7068,144.9467
Hadfield,2/32 David St,u,348600.0,05/2016,3046.0,,,,,,,
Hadfield,1/11 Talbot St,t,342000.0,11/2016,3046.0,,,,,,,
Hadfield,10 Volga St,h,431400.0,10/2016,3046.0,3.0,1.0,4.0,692.0,1980.0,-37.7084,144.9412
Hadfield,2/3 Surrey St,u,292200.0,09/2016,3046.0,2.0,1.0,2.0,198.0,2010.0,-37.7132,144.9488
Hadfield,115 West St,h,420000.0,09/2016,3046.0,2.0,2.0,2.0,700.0,1950.0,-37.7056,144.9384
Hadfield,148 West St,h,360300.0,09/2016,3046.0,4.0,2.0,1.0,462.0,1970.0,-37.7062,144.9387
Hadfield,27 Middle St,h,438000.0,12/2016,3046.0,3.0,1.0,2.0,570.0,1970.0,-37.7106,144.9491
Hadfield,75 West St,h,480000.0,12/2016,3046.0,3.0,2.0,2.0,565.0,1960.0,-37.7094,144.9377
Hadfield,25 Francis St,h,550800.0,02/2017,3046.0,4.0,2.0,2.0,763.0,,-37.7123,144.9426
Hadfield,24 South St,t,450000.0,06/2016,3046.0,3.0,2.0,2.0,301.0,2011.0,-37.715,144.9475
Hadfield,40 Angus St,h,444000.0,11/2016,3046.0,3.0,1.0,1.0,568.0,1960.0,-37.7077,144.9438
Hadfield,72 Middle St,h,432600.0,11/2016,3046.0,3.0,1.0,3.0,539.0,1960.0,-37.7098,144.9446
Hadfield,9 South St,h,387600.0,11/2016,3046.0,3.0,1.0,2.0,574.0,1970.0,-37.7157,144.9507
Hadfield,1/32 Sutherland St,h,327000.0,11/2016,3046.0,3.0,2.0,3.0,230.0,2000.0,-37.7073,144.9486
Hadfield,4 Thames St,h,462000.0,11/2016,3046.0,3.0,1.0,2.0,700.0,,-37.705,144.9469
Hadfield,1 Barunah St,h,466200.0,08/2016,3046.0,3.0,1.0,2.0,700.0,1960.0,-37.704,144.9399
Hadfield,25 Larlac St,h,380400.0,08/2016,3046.0,,,,,,,
Hadfield,101 Middle St,h,433200.0,08/2016,3046.0,3.0,3.0,1.0,580.0,1950.0,-37.7098,144.9424
Hadfield,23 Surrey St,h,327000.0,05/2016,3046.0,2.0,1.0,3.0,591.0,1960.0,-37.7128,144.9471
Hadfield,3/99 East St,u,243000.0,10/2016,3046.0,,,,,,,
Hadfield,15 Lawrence St,h,396000.0,10/2016,3046.0,,,,,,,
Hadfield,1/22 Volga St,t,306000.0,04/2016,3046.0,3.0,2.0,2.0,234.0,2012.0,-37.707,144.9411
Hadfield,11 Dickinson St,h,325500.0,09/2016,3046.0,2.0,1.0,1.0,359.0,1960.0,-37.7133,144.9436
Hadfield,24 Talbot St,h,378900.0,06/2016,3046.0,4.0,1.0,3.0,593.0,1965.0,-37.7133,144.947
Hadfield,24A South St,h,450044.39999999997,11/2016,3046.0,4.0,2.0,1.0,302.0,,-37.7149,144.9474
Hadfield,35 Angus St,h,354600.0,05/2016,3046.0,3.0,1.0,1.0,557.0,,-37.7079,144.9432
Hadfield,19 Barbara St,h,330000.0,05/2016,3046.0,3.0,1.0,3.0,610.0,1960.0,-37.7107,144.9419
Hadfield,100 South St,h,198000.0,05/2016,3046.0,2.0,1.0,1.0,249.0,1970.0,-37.714,144.939
Hadfield,13 Gish Ct,h,480000.0,04/2016,3046.0,5.0,2.0,1.0,808.0,,-37.7091,144.9491
Hadfield,42 West St,h,435000.0,09/2016,3046.0,3.0,2.0,4.0,560.0,,-37.7136,144.9374
Hadfield,28 Gish Ct,h,489000.0,02/2017,3046.0,4.0,2.0,2.0,672.0,1950.0,-37.7083,144.9495
Hadfield,92 West St,h,429532.8,02/2017,3046.0,2.0,1.0,1.0,613.0,1960.0,-37.7099,144.938
Hadfield,119 Middle St,h,390000.0,07/2016,3046.0,4.0,1.0,4.0,588.0,,-37.7096,144.9404
Hadfield,2/22 Volga St,t,280800.0,07/2016,3046.0,2.0,1.0,1.0,137.0,2012.0,-37.707,144.9413
Hadfield,2/91 East St,h,288000.0,06/2016,3046.0,,,,,,,
Hadfield,3 Charles St,h,661200.0,11/2016,3046.0,3.0,1.0,2.0,1020.0,,-37.709,144.9434
Hadfield,25 East St,h,309000.0,11/2016,3046.0,2.0,1.0,2.0,345.0,1990.0,-37.7128,144.9496
Hadfield,14 Sutherland St,h,429600.0,11/2016,3046.0,3.0,1.0,2.0,594.0,,-37.709,144.9483
Hadfield,38 Tassell St,h,384000.0,11/2016,3046.0,2.0,1.0,1.0,612.0,,-37.7109,144.9389
Hadfield,21 Volga St,h,276000.0,11/2016,3046.0,2.0,1.0,4.0,360.0,,-37.7074,144.9407
Hampton,1/30 Grenville St,u,537000.0,09/2016,3188.0,2.0,1.0,1.0,228.0,1975.0,-37.9355,145.0008
Hampton,6/334 Hampton St,u,352200.0,09/2016,3188.0,2.0,1.0,1.0,0.0,1975.0,-37.9419,145.0019
Hampton,38 Myrtle Rd,h,1680000.0,09/2016,3188.0,3.0,3.0,2.0,701.0,2015.0,-37.9419,145.0152
